filename,Fc_glycan_to_FcR_glycan_Fnat_tot_contacts_recovered_10A,delta_std_interface_interaction_energy,yhh_planarity,pro_close,hbond_sr_bb,delta_interface_sasa,delta_total_score,delta_hbonds,hbond_sc,hbond_lr_bb,total_score,fa_dun,fa_atr,delta_Fc_glycan_sasa_contributed,delta_pseudo_interface_energy,Fc_glycan_rmsd_after_reset,std_interface_interaction_energy,rmsd,sugar_bb,p_aa_pp,fa_elec,Fc_glycan_rmsd_after_packmin,pseudo_interface_energy,Fc_glycan_to_Fc_protein_Fnat_tot_contacts_recovered_10A,Fc_glycan_sasa_contributed,dslf_fa13,fa_sol,MonteCarlo_acceptance_rate,ref,hbonds,hbond_bb_sc,fa_intra_rep,interface_sasa,fa_rep,omega,GlcNAc_to_its_Phe_contacts_5A,atom_pair_constraint,Fc_glycan_rmsd,rama
50_sugar_small_moves_770.pdb,100.0,2.20667171381,0.295,0.118,-48.330,-76.1341708541,347.714720978,-8,-64.590,-200.091,-905.36,694.597,-2778.612,304.10197232,31.3775722893,6.9775275942,-60.329478383,0.0,43.270,-111.099,-313.473,8.57889463324,-9.37992451312,67.01,-2212.30000552,-5.889,794.537,58.0,-32.392,454,-48.383,556.679,-2661.40099219,391.374,60.812,1,217.559,4.00415098807,-61.735
50_sugar_small_moves_977.pdb,100.0,0.200773555117,0.294,0.239,-48.330,19.1030552992,3.66340943072,-5,-67.312,-201.119,-1249.41,684.760,-2776.364,-100.503737779,6.84498080444,6.67774414166,-62.3353765417,0.0,30.599,-111.099,-316.337,10.8467932296,-33.912515998,92.78,-2616.90571562,-5.889,789.389,76.0,-32.392,457,-48.786,554.792,-2566.16376604,289.957,60.812,2,9.115,1.23018154013,-61.735
50_sugar_small_moves_805.pdb,100.0,0.763320716302,0.295,0.118,-48.330,-21.2575052418,66.1282393683,-9,-66.680,-200.106,-1186.94,688.757,-2776.475,-17.2227927034,19.128894793,5.44311345126,-61.7728293805,0.0,45.314,-111.099,-314.692,9.77120048403,-21.6286020095,86.6,-2533.62477055,-5.889,789.704,68.0,-32.392,453,-48.483,552.560,-2606.52432658,319.173,60.812,1,22.209,1.66785456453,-61.735
50_sugar_small_moves_708.pdb,100.0,1.21313321328,0.298,0.239,-48.330,-11.6487230357,0.367603048318,-7,-67.816,-200.497,-1252.7,687.003,-2782.955,-73.0517332266,7.26682746269,5.20634785438,-61.3230168835,0.0,30.449,-111.099,-315.749,5.57895402623,-33.4906693397,90.72,-2589.45371107,-5.889,792.235,64.0,-32.392,455,-48.358,555.482,-2596.91554437,287.958,60.812,2,7.640,1.0694247046,-61.735
50_sugar_small_moves_57.pdb,100.0,0.776826837447,0.294,0.239,-48.330,36.3352572664,11.0104398007,1,-67.821,-200.419,-1242.06,687.314,-2779.118,-154.449010375,7.04271680348,4.68185521201,-61.7593232593,0.0,32.646,-111.099,-316.871,5.57897401123,-33.714779999,94.85,-2670.85098822,-5.889,792.014,76.0,-32.392,463,-51.240,553.096,-2548.93156407,298.414,60.812,2,8.027,1.86663469207,-61.735
50_sugar_small_moves_58.pdb,100.0,0.102666970711,0.292,0.239,-48.330,-38.34107497,17.1429257052,-3,-68.014,-201.333,-1235.93,686.291,-2780.849,-86.3662295286,5.04285678932,5.39113657373,-62.4334831261,0.0,33.682,-111.099,-316.895,5.02608804149,-35.7146400131,87.63,-2602.76820737,-5.889,792.771,68.0,-32.392,459,-49.696,555.463,-2623.60789631,298.564,60.812,2,12.191,1.82838889536,-61.735
50_sugar_small_moves_346.pdb,100.0,0.255436367755,0.298,0.239,-48.330,1.95285277858,-3.43359759502,-4,-67.371,-200.091,-1256.5,687.162,-2782.023,-32.8028815148,6.62265249323,7.21690933608,-62.280713729,0.0,29.945,-111.099,-315.063,8.67112306529,-34.1348443092,91.75,-2549.20485936,-5.889,790.404,58.0,-32.392,458,-49.397,552.522,-2583.31396856,287.305,60.812,1,8.198,0.939950562319,-61.735
50_sugar_small_moves_30.pdb,100.0,0.530712507107,0.294,0.239,-48.330,12.0694171987,50.4372727097,-4,-66.060,-200.531,-1202.63,687.576,-2777.997,15.311866612,7.34568008904,4.7046934228,-62.0054375897,0.0,40.694,-111.099,-313.522,8.15576528775,-33.4118167134,86.6,-2501.09011123,-5.889,789.431,66.0,-32.392,458,-50.306,553.979,-2573.19740414,308.129,60.812,1,24.074,1.90708671778,-61.735
50_sugar_small_moves_928.pdb,87.5,-0.389373053379,0.290,3.730,-48.330,26.7813869972,38.8819305338,-5,-67.013,-200.091,-1214.19,687.913,-2778.986,-39.3613866937,7.44158642107,6.19650589218,-62.9255231502,0.0,33.041,-111.099,-317.084,8.73653540965,-33.3159103814,88.66,-2555.76336454,-5.889,791.831,74.0,-32.392,457,-49.184,555.668,-2558.48543434,312.346,60.812,1,11.983,1.58358581837,-61.735
50_sugar_small_moves_15.pdb,100.0,0.883407228376,0.292,0.239,-48.330,4.80495348692,1.07843410529,-6,-66.535,-200.963,-1251.99,683.911,-2779.987,17.2067046462,9.53254821269,6.12309171657,-61.6527428684,0.0,32.972,-111.099,-312.545,5.41902307911,-31.2249485897,90.72,-2499.1952732,-5.889,790.205,64.0,-32.392,456,-48.382,554.025,-2580.46186785,288.371,60.812,2,5.039,1.08256576208,-61.735
